legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
决定给予伍仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额描述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予伍仟元罚款
决定给予余姚市一代佳人娱乐有限公司处罚款,市场主体与登记治理,ai,True,<泛类型>,仅载明处罚决定，未见具体违法事项。,未开业/自行停业,(6-7) 泛型法条被AI分为具体分类'市场主体与登记治理'，应删除 | 原标记: <泛类型> | 法条: 决定给予余姚市一代佳人娱乐有限公司处罚款
决定给予余姚市奇美多日用品有限公司处罚款,其他,ai,True,<泛类型>,仅见处罚决定标题，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予余姚市奇美多日用品有限公司处罚款
决定给予你(单位)作出处罚款,其他,ai,True,<泛类型>,仅有处罚表述，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你(单位)作出处罚款
决定给予你公司以下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款措辞，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你公司以下行政处罚:罚款
决定给予你公司作出处罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你公司作出处罚款
决定给予你公司的违法行为处罚款,其他,ai,True,<泛类型>,只有处罚决定表述，无法细分类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你公司的违法行为处罚款
决定给予你公司罚款,其他,ai,True,<泛类型>,仅有罚款信息，无法确定类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你公司罚款
决定给予你分公司罚款,其他,ai,True,<泛类型>,仅有罚款表述，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你分公司罚款
决定给予你单位人民币35万元罚款,其他,ai,True,<泛类型>,仅有罚款金额信息，无法判断类别。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位人民币35万元罚款
决定给予你单位人民币伍仟元的罚款,其他,ai,True,<泛类型>,信息极少，仅知被罚无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位人民币伍仟元的罚款
决定给予你单位人民币贰仟元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无任何案情描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位人民币贰仟元罚款
决定给予你单位以下行政处罚:罚款,其他,ai,True,<泛类型>,仅有罚款结果，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位以下行政处罚:罚款
决定给予你单位以下行政处罚：罚款,其他,ai,True,<泛类型>,仅有罚款表述，无法判断具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位以下行政处罚：罚款
决定给予你单位杭州金丝源时装有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位杭州金丝源时装有限公司罚款
决定给予你单位罚款,其他,ai,True,<泛类型>,仅有罚款决定语句，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你单位罚款
决定给予你处罚款,其他,ai,True,<泛类型>,仅有处罚决定表述，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你处罚款
决定给予你机构以下行政处罚:罚款,其他,ai,True,<泛类型>,仅见处罚结果，未体现具体违法类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你机构以下行政处罚:罚款
决定给予你罚款,其他,ai,True,<泛类型>,仅有处罚用语，缺乏具体案情信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予你罚款
决定给予其如下行政处罚:罚款,其他,ai,True,<泛类型>,仅见罚款决定，无法判断具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予其如下行政处罚:罚款
决定给予减轻处罚,其他,ai,True,<泛类型>,仅有程序性表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予减轻处罚
决定给予分别罚款,其他,ai,True,<泛类型>,仅有罚款决定表述，无法细分。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予分别罚款
决定给予单位罚款,其他,ai,True,<泛类型>,仅有处罚结果，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予单位罚款
决定给予台州华茂兴业宠物用品有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法情节。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州华茂兴业宠物用品有限公司罚款
决定给予台州大华铁路材料有限公司罚款,其他,ai,True,<泛类型>,仅写明罚款决定，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州大华铁路材料有限公司罚款
决定给予台州市巨鼎物业管理有限公司罚款,建筑使用安全,ai,True,(匹配)其他,仅有处罚决定，无具体违法内容说明。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州市巨鼎物业管理有限公司罚款
决定给予台州市永锦达包装有限公司罚款,其他,ai,True,<泛类型>,仅有罚款信息，无法判断具体性质。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州市永锦达包装有限公司罚款
决定给予台州添盈工艺制品有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定表述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州添盈工艺制品有限公司罚款
决定给予台州齐江鞋业有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，缺乏具体案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予台州齐江鞋业有限公司罚款
决定给予嘉兴丰邦雷克萨斯汽车销售服务有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法细分。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴丰邦雷克萨斯汽车销售服务有限公司罚款
决定给予嘉兴佳阳制衣有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴佳阳制衣有限公司罚款
决定给予嘉兴哈雷童车有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴哈雷童车有限公司罚款
决定给予嘉兴嘉仁包装材料股份有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定文字，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴嘉仁包装材料股份有限公司罚款
决定给予嘉兴大树物业管理有限公司罚款,建筑使用安全,ai,True,(匹配)其他,仅有处罚决定，无具体违法情节描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴大树物业管理有限公司罚款
决定给予嘉兴小虎子车业有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定，无违法内容细节。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴小虎子车业有限公司罚款
决定给予嘉兴市华利印染有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断具体领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市华利印染有限公司罚款
决定给予嘉兴市嘉睦服饰有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，缺乏具体案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市嘉睦服饰有限公司罚款
决定给予嘉兴市常优纺织有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市常优纺织有限公司罚款
决定给予嘉兴市恒春纺织股份有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，未载明案由。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市恒春纺织股份有限公司罚款
决定给予嘉兴市捷豪清洁用品有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无具体违法事实。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市捷豪清洁用品有限公司罚款
决定给予嘉兴市曙光时装有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市曙光时装有限公司罚款
决定给予嘉兴市秀洲区港丰纺织厂罚款,其他,ai,True,<泛类型>,仅见处罚决定语句，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市秀洲区港丰纺织厂罚款
决定给予嘉兴市腾翔塑业有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市腾翔塑业有限公司罚款
决定给予嘉兴市金宇达染整有限公司罚款,环境保护,ai,True,<泛类型>,染整企业多涉废水废气污染。,环境保护,(6-7) 泛型法条被AI分为具体分类'环境保护'，应删除 | 原标记: <泛类型> | 法条: 决定给予嘉兴市金宇达染整有限公司罚款
决定给予嘉兴市锦丰纺织整理有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市锦丰纺织整理有限公司罚款
决定给予嘉兴市鸿缘针织服饰有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无违法情节信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴市鸿缘针织服饰有限公司罚款
决定给予嘉兴思凯服饰有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴思凯服饰有限公司罚款
决定给予嘉兴海力克服饰有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法内容描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴海力克服饰有限公司罚款
决定给予嘉兴维特拉电气科技有限公司罚款,其他,ai,True,<泛类型>,仅有处罚决定语句，无法细分类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴维特拉电气科技有限公司罚款
决定给予嘉兴美多绿汽车皮革有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无法判断领域。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉兴美多绿汽车皮革有限公司罚款
决定给予嘉善声光电子有限公司罚款,其他,ai,True,<泛类型>,仅见罚款决定，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉善声光电子有限公司罚款
决定给予嘉善天翔现代办公用品有限公司罚款,其他,ai,True,<泛类型>,仅有罚款决定，无法判断具体类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予嘉善天翔现代办公用品有限公司罚款
决定给予嘉善富兴纺织印染有限公司罚款,环境保护,ai,True,<泛类型>,纺织印染企业通常涉污水排放环保违法。,环境保护,(6-7) 泛型法条被AI分为具体分类'环境保护'，应删除 | 原标记: <泛类型> | 法条: 决定给予嘉善富兴纺织印染有限公司罚款
决定给予国海良时期货有限公司罚款,金融/账户,ai,True,<泛类型>,主体为期货公司，属金融领域违法。,金融/账户,(6-7) 泛型法条被AI分为具体分类'金融/账户'，应删除 | 原标记: <泛类型> | 法条: 决定给予国海良时期货有限公司罚款
决定给予处一万五千元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体案由信息。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予处一万五千元罚款
决定给予处人民币一万元罚款,其他,ai,True,<泛类型>,仅有罚款金额描述，无法判断类型。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予处人民币一万元罚款
决定给予处人民币二万元罚款,其他,ai,True,<泛类型>,仅有罚款金额，无具体违法情形描述。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予处人民币二万元罚款
决定给予处人民币伍拾万元罚款,其他,ai,True,<泛类型>,仅见罚款金额，无具体违法内容。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予处人民币伍拾万元罚款
决定给予处人民币叁万元整罚款,其他,ai,True,<泛类型>,仅见处罚金额，无具体违法情形。,其他违法行为,(6-8) 法条不含书名号 | 法条: 决定给予处人民币叁万元整罚款
